# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct 28 09:15:11 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_orblper:     Argument of Periastron [deg]
# COLUMN pl_orblpererr1: Argument of Periastron Upper Unc. [deg]
# COLUMN pl_orblpererr2: Argument of Periastron Lower Unc. [deg]
# COLUMN pl_orblperlim:  Argument of Periastron Limit Flag
# COLUMN pl_trueobliq:   True Obliquity [deg]
# COLUMN pl_trueobliqerr1: True Obliquity Upper Unc. [deg]
# COLUMN pl_trueobliqerr2: True Obliquity Lower Unc. [deg]
# COLUMN pl_trueobliqlim: True Obliquity Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-116 b,Kepler-116,1,2,Transit,2014,Kepler,0,5.96873400,0.00000900,-0.00000900,0,0.069000,,,0,3.420,0.650,-0.650,0,11.60000,,,0,1.590000,,,0,0.000000,,,0,594.45,23.21,-22.29,0,1251,,,0,89.250,,,0,,,,,,,,,,6142.00,100.00,-100.00,0,1.45,0.27,-0.27,0,1.21,0.07,-0.07,0,0.040,0.072,-0.063,0,0.421,,,0,4.20,0.15,-0.15,0,0.340,0.590,-0.590,0,1.06053,0.03742,-0.35610,0,,,,,294.7420605,43.5367842,955.1680000,15.5640000,-15.0810000,13.7440000,0.1030000,-0.1030000,12.3830000,0.0220000,-0.0220000,13.6894000,0.0002310,-0.0002310
Kepler-116 c,Kepler-116,1,2,Transit,2014,Kepler,0,13.07163000,0.00005600,-0.00005600,0,0.116000,,,0,2.300,0.440,-0.440,0,5.90000,,,0,2.660000,,,0,0.000000,,,0,208.98,8.16,-7.84,0,964,,,0,88.050,,,0,,,,,,,,,,6142.00,100.00,-100.00,0,1.45,0.27,-0.27,0,1.21,0.07,-0.07,0,0.040,0.072,-0.063,0,0.421,,,0,4.20,0.15,-0.15,0,0.340,0.590,-0.590,0,4.04639,0.22373,-1.59713,0,,,,,294.7420605,43.5367842,955.1680000,15.5640000,-15.0810000,13.7440000,0.1030000,-0.1030000,12.3830000,0.0220000,-0.0220000,13.6894000,0.0002310,-0.0002310
Kepler-1160 b,Kepler-1160,1,1,Transit,2016,Kepler,0,7.97034958,0.00003122,-0.00003122,0,0.075500,,,0,2.140,0.280,-0.140,0,5.22000,,,0,2.930000,,,0,0.000000,,,0,93.31,8.44,-7.65,0,839,,,0,89.740,,,0,,,,,,,,,,5519.00,61.23,-63.44,0,0.89,0.11,-0.05,0,0.92,0.04,-0.04,0,0.010,0.127,-0.163,0,-0.343,,,0,4.51,0.04,-0.11,0,4.570,5.710,-2.840,0,3.39097,0.46811,-1.14819,0,,,,,287.8793899,43.3640752,1077.6300000,38.1000000,-35.6400000,16.0060000,0.2400000,-0.2400000,14.1600000,0.0580000,-0.0580000,15.8003000,0.0005390,-0.0005390
Kepler-1161 b,Kepler-1161,1,1,Transit,2016,Kepler,0,10.71252541,0.00003876,-0.00003876,0,0.078400,,,0,2.130,0.500,-0.130,0,5.18000,,,0,2.950000,,,0,0.000000,,,0,26.23,1.26,-1.20,0,485,,,0,88.160,,,0,,,,,,,,,,4253.00,55.15,-52.76,0,0.57,0.03,-0.03,0,0.59,0.03,-0.04,0,-0.350,0.133,-0.148,0,-0.653,,,0,4.70,0.02,-0.02,0,3.390,4.590,-1.820,0,3.57023,1.82544,-0.23285,0,,,,,299.0770621,45.4405583,547.7260000,9.8530000,-9.8530000,16.1630000,0.3320000,-0.3320000,13.1410000,0.0280000,-0.0280000,15.8004000,0.0005420,-0.0005420
Kepler-1162 b,Kepler-1162,1,1,Transit,2016,Kepler,0,32.56370690,0.00024720,-0.00024720,0,0.190000,,,0,2.210,0.500,-0.210,0,5.52000,,,0,2.810000,,,0,0.000000,,,0,12.24,0.93,-0.86,0,490,,,0,89.510,,,0,,,,,,,,,,5390.00,61.74,-58.89,0,0.84,0.07,-0.05,0,0.89,0.04,-0.04,0,-0.030,0.148,-0.149,0,-0.322,,,0,4.54,0.04,-0.08,0,4.370,5.890,-2.740,0,1.49185,0.40442,-0.47439,0,,,,,283.2920273,45.4339813,940.2110000,26.1300000,-24.7790000,15.7490000,0.0920000,-0.0920000,13.7530000,0.0540000,-0.0540000,15.4855000,0.0004090,-0.0004090
Kepler-1163 b,Kepler-1163,1,1,Transit,2016,Kepler,0,6.11786898,0.00002808,-0.00002808,0,0.068500,,,0,1.030,0.170,-0.110,0,1.08000,,,0,5.430000,,,0,0.000000,,,0,511.76,14.28,-13.87,0,1211,,,0,88.220,,,0,,,,,,,,,,6302.00,69.67,-63.95,0,1.35,0.23,-0.13,0,1.22,0.07,-0.05,0,0.020,0.079,-0.085,0,0.396,0.018,-0.018,0,4.26,0.08,-0.11,0,2.880,0.550,-0.952,0,0.71347,0.19604,-0.17152,0,,,,,290.2358630,50.0300654,478.6470000,4.5930000,-4.5080000,12.2080000,0.0690000,-0.0690000,10.9710000,0.0220000,-0.0220000,12.1183000,0.0001660,-0.0001660
Kepler-1164 b,Kepler-1164,1,1,Transit,2016,Kepler,0,3.97599768,0.00001086,-0.00001086,0,0.045700,,,0,1.120,0.040,-0.070,0,1.46000,,,0,5.710000,,,0,0.000000,,,0,181.21,4.45,-4.32,0,936,,,0,88.570,,,0,,,,,,,,,,5183.00,80.28,-63.78,0,0.79,0.02,-0.02,0,0.85,0.03,-0.04,0,-0.030,0.105,-0.105,0,-0.399,,,0,4.57,0.02,-0.02,0,3.630,2.800,-1.820,0,2.76446,0.85659,-0.65185,0,,,,,287.5296372,38.8945065,431.6220000,3.2440000,-3.1960000,14.3210000,0.1370000,-0.1370000,12.2030000,0.0200000,-0.0200000,14.0899000,0.0004320,-0.0004320
Kepler-1165 b,Kepler-1165,1,2,Transit,2016,Kepler,0,9.47852200,0.00005909,-0.00005909,0,0.091400,,,0,1.550,0.500,-0.190,0,3.02000,,,0,4.460000,,,0,0.000000,,,0,464.77,32.38,-29.90,0,946,,,0,89.460,,,0,,,,,,,,,,6080.00,97.21,-115.97,0,1.18,0.39,-0.14,0,1.13,0.12,-0.08,0,0.050,0.135,-0.155,0,0.552,,,0,4.34,0.09,-0.20,0,3.240,1.360,-1.460,0,0.33691,0.03994,-0.10422,0,,,,,286.9712284,44.7082669,1575.2000000,50.3700000,-47.3900000,14.5210000,0.1140000,-0.1140000,13.0700000,0.0290000,-0.0290000,14.3923000,0.0002840,-0.0002840
Kepler-1165 c,Kepler-1165,1,2,Transit,2021,Kepler,0,29.96870041,,,0,0.196900,,,0,3.361,,,0,11.20000,,,0,1.620000,,,0,0.000000,,,0,40.76,37.46,-12.36,0,644,,,0,89.520,,,0,,,,,,,,,,6249.00,174.00,-217.00,0,1.08,0.34,-0.11,0,1.13,0.16,-0.16,0,-0.040,0.250,-0.300,0,0.552,,,0,4.43,0.05,-0.20,0,0.300,1.200,-1.200,0,0.79028,0.14838,-0.18687,0,,,,,286.9712284,44.7082669,1575.2000000,50.3700000,-47.3900000,14.5210000,0.1140000,-0.1140000,13.0700000,0.0290000,-0.0290000,14.3923000,0.0002840,-0.0002840
Kepler-1166 b,Kepler-1166,1,1,Transit,2016,Kepler,0,33.24068820,0.00028000,-0.00028000,0,0.197500,,,0,1.690,0.620,-0.140,0,3.50000,,,0,3.980000,,,0,0.000000,,,0,14.19,0.52,-0.50,0,486,,,0,89.750,,,0,,,,,,,,,,5446.00,83.15,-87.62,0,0.86,0.10,-0.06,0,0.90,0.04,-0.05,0,-0.020,0.143,-0.180,0,-0.256,,,0,4.53,0.04,-0.11,0,4.900,6.660,-3.130,0,2.66299,0.42277,-0.91705,0,,,,,290.3484956,50.9028387,634.9060000,7.9460000,-7.9460000,14.6500000,0.0690000,-0.0690000,12.7370000,0.0280000,-0.0280000,14.4660000,0.0002760,-0.0002760
Kepler-1167 b,Kepler-1167,1,1,Transit,2016,Kepler,0,1.00393374,0.00000268,-0.00000268,0,0.017500,,,0,1.710,0.120,-0.120,0,3.57000,,,0,3.920000,,,0,0.000000,,,0,1039.70,79.40,-73.02,0,1419,,,0,89.760,,,0,,,,,,,,,,4971.00,96.57,-125.10,0,0.75,0.04,-0.04,0,0.79,0.04,-0.05,0,-0.050,0.163,-0.175,0,-0.536,,,0,4.60,0.03,-0.04,0,4.270,6.200,-2.480,0,2.85817,0.28146,-1.14819,0,,,,,298.3026595,47.6939654,820.9050000,25.6750000,-24.1890000,16.0470000,0.2290000,-0.2290000,13.6630000,0.0450000,-0.0450000,15.9292000,0.0005620,-0.0005620
Kepler-1168 b,Kepler-1168,1,1,Transit,2016,Kepler,0,55.82265390,0.00038710,-0.00038710,0,0.266300,,,0,2.500,0.180,-0.130,0,6.80000,,,0,2.390000,,,0,0.000000,,,0,4.11,0.24,-0.23,0,379,,,0,89.980,,,0,,,,,,,,,,5157.00,47.04,-55.91,0,0.82,0.04,-0.04,0,0.87,0.04,-0.04,0,0.130,0.152,-0.167,0,-0.530,,,0,4.56,0.03,-0.06,0,4.270,5.870,-2.530,0,2.97042,0.30262,-0.95301,0,,,,,287.2977834,47.4554880,752.6660000,15.2570000,-15.2570000,15.7550000,0.1370000,-0.1370000,13.6860000,0.0440000,-0.0440000,15.6088000,0.0004570,-0.0004570
Kepler-1169 b,Kepler-1169,1,1,Transit,2016,Kepler,0,6.11009134,0.00002806,-0.00002806,0,0.070900,,,0,0.940,0.060,-0.060,0,0.77900,,,0,5.150000,,,0,0.000000,,,0,348.05,8.94,-8.73,0,1125,,,0,89.160,,,0,,,,,,,,,,6191.00,80.54,-76.47,0,1.23,0.06,-0.05,0,1.24,0.04,-0.04,0,0.260,0.067,-0.059,0,0.262,0.020,-0.014,0,4.35,0.03,-0.03,0,1.380,0.508,-0.270,0,0.75322,0.17943,-0.14097,0,,,,,294.9115874,46.4914718,522.8230000,5.1310000,-5.0340000,12.7070000,0.0570000,-0.0570000,11.4090000,0.0180000,-0.0180000,12.6852000,0.0001530,-0.0001530
Kepler-117 b,Kepler-117,1,2,Transit,2014,Kepler,0,18.79592280,0.00000750,-0.00000750,0,0.144500,0.004700,-0.001400,0,8.059,0.269,-0.269,0,29.87500,10.48800,-10.48800,0,0.300000,0.110000,-0.110000,0,0.049300,0.006200,-0.006200,0,157.54,9.73,-9.06,0,984,18,-18,0,88.740,0.120,-0.120,0,254.3000,4.1000,-4.1000,0,,,,,F8 V,6150.00,110.00,-110.00,0,1.61,0.05,-0.05,0,1.13,0.13,-0.02,0,-0.040,0.100,-0.100,0,0.538,,,0,4.10,0.02,-0.02,0,5.300,1.400,-1.400,0,0.41000,0.01400,-0.02500,0,,,,,288.7930651,48.0401760,1455.5700000,38.3850000,-38.3850000,14.2820000,0.1260000,-0.1260000,13.0110000,0.0310000,-0.0310000,14.2472000,0.0002720,-0.0002720
Kepler-117 c,Kepler-117,1,2,Transit,2014,Kepler,0,50.79039100,0.00001400,-0.00001400,0,0.280400,0.009200,-0.002800,0,12.341,0.392,-0.392,0,584.78000,57.21000,-57.21000,0,1.740000,0.180000,-0.180000,0,0.032300,0.003300,-0.003300,0,41.86,2.59,-2.41,0,704,15,-15,0,89.640,0.100,-0.100,0,305.0000,7.5000,-7.5000,0,,,,,F8 V,6150.00,110.00,-110.00,0,1.61,0.05,-0.05,0,1.13,0.13,-0.02,0,-0.040,0.100,-0.100,0,0.538,,,0,4.10,0.02,-0.02,0,5.300,1.400,-1.400,0,0.41000,0.01400,-0.02500,0,,,,,288.7930651,48.0401760,1455.5700000,38.3850000,-38.3850000,14.2820000,0.1260000,-0.1260000,13.0110000,0.0310000,-0.0310000,14.2472000,0.0002720,-0.0002720
Kepler-1170 b,Kepler-1170,1,1,Transit,2016,Kepler,0,9.98969327,0.00004242,-0.00004242,0,0.088000,,,0,2.410,0.190,-0.170,0,6.39000,,,0,2.510000,,,0,0.000000,,,0,69.54,6.44,-5.83,0,705,,,0,89.990,,,0,,,,,,,,,,5069.00,120.38,-96.50,0,0.76,0.05,-0.05,0,0.80,0.04,-0.05,0,-0.090,0.177,-0.189,0,-0.338,,,0,4.58,0.03,-0.05,0,4.900,5.890,-3.050,0,1.80506,0.15230,-0.57963,0,,,,,292.1685422,43.7795963,1050.4500000,37.9700000,-35.4600000,16.2040000,0.1380000,-0.1380000,13.8060000,0.0590000,-0.0590000,15.9093000,0.0005320,-0.0005320
Kepler-1171 b,Kepler-1171,1,1,Transit,2016,Kepler,0,1.44259224,0.00000219,-0.00000219,0,0.028400,,,0,2.560,0.680,-0.500,0,7.08000,,,0,2.320000,,,0,0.000000,,,0,10171.00,396.52,-380.43,0,2700,,,0,86.820,,,0,,,,,,,,,,7044.00,277.69,-199.09,0,1.95,0.51,-0.38,0,1.58,0.18,-0.17,0,-0.010,0.152,-0.175,0,0.869,0.029,-0.023,0,4.05,0.15,-0.15,0,1.350,0.330,-0.190,0,0.47547,0.03116,-0.12167,0,,,,,294.9589285,38.5915968,573.0000000,10.1020000,-9.7650000,11.6470000,0.0160000,-0.0160000,10.5470000,0.0170000,-0.0170000,11.4587000,0.0004220,-0.0004220
Kepler-1172 b,Kepler-1172,1,1,Transit,2016,Kepler,0,26.02044230,0.00018860,-0.00018860,0,0.168000,,,0,3.200,0.400,-0.280,0,10.30000,,,0,1.730000,,,0,0.000000,,,0,26.36,2.76,-2.46,0,675,,,0,88.670,,,0,,,,,,,,,,5558.00,144.94,-137.66,0,0.89,0.11,-0.07,0,0.92,0.06,-0.06,0,-0.040,0.145,-0.193,0,-0.161,,,0,4.51,0.05,-0.10,0,4.370,5.380,-2.680,0,1.73973,0.58770,-0.33757,0,,,,,290.4744875,37.7665499,1306.5300000,53.1200000,-53.1200000,16.0830000,0.0920000,-0.0920000,14.1400000,0.0620000,-0.0620000,15.8463000,0.0005230,-0.0005230
Kepler-1173 b,Kepler-1173,1,1,Transit,2016,Kepler,0,0.76985360,0.00000120,-0.00000120,0,0.015700,,,0,0.890,0.230,-0.070,0,0.64000,,,0,4.990000,,,0,0.000000,,,0,1462.10,39.97,-39.03,0,1650,,,0,80.420,,,0,,,,,,,,,,5252.00,92.48,-116.76,0,0.82,0.06,-0.04,0,0.86,0.04,-0.05,0,0.000,0.148,-0.164,0,-0.435,,,0,4.55,0.03,-0.07,0,4.790,6.400,-3.000,0,3.22018,3.38581,-0.36986,0,,,,,293.1311803,45.6634153,377.0600000,2.3975000,-2.3975000,13.8960000,0.1030000,-0.1030000,11.8840000,0.0260000,-0.0260000,13.8043000,0.0002270,-0.0002270
Kepler-1174 b,Kepler-1174,1,1,Transit,2016,Kepler,0,6.89225223,0.00002664,-0.00002664,0,0.073200,,,0,1.590,0.310,-0.160,0,3.15000,,,0,4.310000,,,0,0.000000,,,0,641.81,27.62,-26.36,0,1156,,,0,89.840,,,0,,,,,,,,,,5936.00,117.34,-103.81,0,1.04,0.20,-0.10,0,1.04,0.07,-0.07,0,-0.040,0.148,-0.205,0,0.555,,,0,4.42,0.07,-0.14,0,3.550,2.370,-1.870,0,3.89135,0.40748,-1.47919,0,,,,,281.8314296,42.2988910,1408.7500000,27.7000000,-26.6700000,14.2710000,0.1490000,-0.1490000,12.7620000,0.0190000,-0.0190000,14.1590000,0.0002280,-0.0002280
Kepler-1175 b,Kepler-1175,1,1,Transit,2016,Kepler,0,37.94563000,0.00017320,-0.00017320,0,0.218100,,,0,2.990,0.270,-0.230,0,9.22000,,,0,1.900000,,,0,0.000000,,,0,12.94,1.58,-1.38,0,515,,,0,89.790,,,0,,,,,,,,,,5453.00,66.21,-80.38,0,0.86,0.07,-0.06,0,0.90,0.04,-0.05,0,-0.040,0.153,-0.178,0,-0.340,,,0,4.53,0.04,-0.08,0,4.170,5.560,-2.500,0,4.60464,0.72992,-1.53547,0,,,,,289.1426847,46.8129656,1121.8900000,61.4500000,-55.5000000,15.9720000,0.1150000,-0.1150000,14.1490000,0.0550000,-0.0550000,15.9163000,0.0005860,-0.0005860
Kepler-1176 b,Kepler-1176,1,1,Transit,2016,Kepler,0,24.17385790,0.00013360,-0.00013360,0,0.158900,,,0,2.450,0.630,-0.320,0,6.57000,,,0,2.450000,,,0,0.000000,,,0,26.09,1.66,-1.55,0,595,,,0,89.760,,,0,,,,,,,,,,5844.00,264.61,-268.56,0,1.02,0.26,-0.13,0,1.01,0.11,-0.08,0,-0.010,0.138,-0.165,0,-0.117,,,0,4.42,0.09,-0.17,0,3.800,3.300,-2.020,0,6.92559,1.61498,-2.18629,0,,,,,297.9197240,45.2742038,864.6990000,22.9595000,-22.9595000,15.2700000,0.0920000,-0.0920000,13.3100000,0.0330000,-0.0330000,15.0496000,0.0004150,-0.0004150
Kepler-1177 b,Kepler-1177,1,1,Transit,2016,Kepler,0,106.24754700,0.00182200,-0.00182200,0,0.430100,,,0,1.900,0.160,-0.120,0,4.27000,,,0,3.420000,,,0,0.000000,,,0,11.86,0.73,-0.69,0,377,,,0,89.320,,,0,,,,,,,,,,5712.00,62.98,-66.68,0,0.97,0.07,-0.05,0,0.98,0.03,-0.04,0,0.020,0.096,-0.102,0,0.342,,,0,4.46,0.05,-0.07,0,4.470,2.760,-2.410,0,0.34158,0.03488,-0.12612,0,,,,,286.6714813,49.4062964,1299.9700000,34.4200000,-32.7200000,14.7730000,0.1370000,-0.1370000,12.9670000,0.0340000,-0.0340000,14.5078000,0.0002660,-0.0002660
Kepler-1178 b,Kepler-1178,1,1,Transit,2016,Kepler,0,31.80634000,0.00038570,-0.00038570,0,0.159600,,,0,1.070,0.060,-0.080,0,1.24000,,,0,5.560000,,,0,0.000000,,,0,23.24,0.62,-0.60,0,378,,,0,89.500,,,0,,,,,,,,,,4990.00,58.43,-68.54,0,0.75,0.03,-0.04,0,0.80,0.04,-0.04,0,-0.050,0.155,-0.173,0,-0.277,,,0,4.59,0.03,-0.04,0,4.680,6.210,-2.850,0,3.02114,1.93278,-0.87895,0,,,,,288.4561183,45.8022258,482.2870000,4.7555000,-4.7555000,14.2120000,0.1260000,-0.1260000,11.7350000,0.0190000,-0.0190000,13.9597000,0.0005450,-0.0005450
Kepler-1179 b,Kepler-1179,1,1,Transit,2016,Kepler,0,2.68505749,0.00000410,-0.00000410,0,0.034600,,,0,1.320,0.090,-0.080,0,2.30000,,,0,5.500000,,,0,0.000000,,,0,288.57,6.93,-6.78,0,1137,,,0,86.690,,,0,,,,,,,,,,5212.00,65.46,-65.67,0,0.81,0.05,-0.04,0,0.84,0.04,-0.05,0,-0.030,0.148,-0.169,0,-0.444,,,0,4.56,0.03,-0.06,0,4.900,6.350,-3.070,0,21.63350,1.55826,-8.40265,0,,,,,284.0974305,47.8104856,415.2050000,2.5580000,-2.5280000,14.2140000,0.1370000,-0.1370000,12.1890000,0.0220000,-0.0220000,14.0675000,0.0002000,-0.0002000
Kepler-118 b,Kepler-118,1,2,Transit,2014,Kepler,0,7.51849600,0.00005600,-0.00005600,0,0.073000,,,0,1.960,0.940,-0.940,0,4.50000,,,0,3.280000,,,0,0.000000,,,0,79.75,2.63,-2.54,0,784,,,0,89.630,,,0,,,,,,,,,,5274.00,200.00,-200.00,0,1.09,0.49,-0.49,0,0.81,0.05,-0.03,0,0.180,0.150,-0.150,0,-0.377,,,0,4.32,0.30,-0.30,0,13.900,2.800,-2.800,0,2.37825,0.59674,-0.76141,0,,,,,299.2131881,41.4248195,574.2280000,6.8990000,-6.7410000,14.8670000,0.1490000,-0.1490000,12.7110000,0.0240000,-0.0240000,14.7187000,0.0003450,-0.0003450
Kepler-118 c,Kepler-118,1,2,Transit,2014,Kepler,0,20.17202000,0.00001300,-0.00001300,0,0.141000,,,0,7.680,3.430,-3.430,0,45.70000,,,0,0.554000,,,0,0.000000,,,0,21.41,0.71,-0.68,0,564,,,0,89.610,,,0,,,,,,,,,,5274.00,200.00,-200.00,0,1.09,0.49,-0.49,0,0.81,0.05,-0.03,0,0.180,0.150,-0.150,0,-0.377,,,0,4.32,0.30,-0.30,0,13.900,2.800,-2.800,0,6.77384,0.06328,-0.94349,0,,,,,299.2131881,41.4248195,574.2280000,6.8990000,-6.7410000,14.8670000,0.1490000,-0.1490000,12.7110000,0.0240000,-0.0240000,14.7187000,0.0003450,-0.0003450
