# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Oct 26 03:59:46 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN cb_flag:        Circumbinary Flag
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
#
pl_name,hostname,pl_letter,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2
Kepler-194 d,Kepler-194,d,1,3,0,0,Transit,2014,Kepler,0,52.81497300,0.00048100,-0.00048100,0,0.275000,,,0,2.400,1.260,-1.260,0,6.35000,,,0,2.520000,,,0,0.000000,,,0,562,,,0,90.000,,,0,,6089.00,200.00,-200.00,0,1.02,0.54,-0.54,0,1.09,0.08,-0.06,0,4.42,0.30,-0.30,0,2.500,1.700,-1.700,0,291.9714290,47.8640498,1097.9700000,28.7700000,-27.3700000,14.9690000,0.1600000,-0.1600000,13.5120000,0.0460000,-0.0460000
Kepler-1940 b,Kepler-1940,b,1,1,0,0,Transit,2021,Kepler,0,4.95061016,,,0,0.052500,,,0,1.547,,,0,3.01000,,,0,4.460000,,,0,0.000000,,,0,885,,,0,88.690,,,0,,5431.00,162.00,-162.00,0,0.72,0.12,-0.06,0,0.80,0.07,-0.09,0,4.62,0.04,-0.11,0,,,,0,291.2042027,45.2383344,798.5950000,15.7830000,-15.1940000,15.6740000,0.0690000,-0.0690000,13.4780000,0.0310000,-0.0310000
Kepler-1941 b,Kepler-1941,b,1,1,0,0,Transit,2021,Kepler,0,31.33510017,,,0,0.205400,,,0,2.650,,,0,7.51000,,,0,2.220000,,,0,0.000000,,,0,666,,,0,88.600,,,0,,6404.00,173.00,-192.00,0,1.14,0.33,-0.14,0,1.18,0.16,-0.16,0,4.39,0.06,-0.18,0,,,,0,296.6270184,49.3538910,1494.3900000,47.2300000,-44.4700000,14.9430000,0.2520000,-0.2520000,13.3640000,0.0330000,-0.0330000
Kepler-1942 b,Kepler-1942,b,1,1,0,0,Transit,2021,Kepler,0,4.62604999,,,0,0.051600,,,0,2.117,,,0,5.13000,,,0,2.970000,,,0,0.000000,,,0,1012,,,0,88.900,,,0,,5834.00,157.00,-174.00,0,0.80,0.21,-0.07,0,0.85,0.10,-0.09,0,4.57,0.04,-0.17,0,,,,0,294.9805416,44.4252384,842.4920000,20.9310000,-19.9580000,14.9100000,0.1140000,-0.1140000,13.0350000,0.0280000,-0.0280000
Kepler-1943 b,Kepler-1943,b,1,1,0,0,Transit,2021,Kepler,0,4.85018015,,,0,0.057100,,,0,1.549,,,0,3.02000,,,0,4.470000,,,0,0.000000,,,0,1098,,,0,56.150,,,0,,6032.00,168.00,-210.00,0,0.97,0.32,-0.11,0,1.06,0.14,-0.14,0,4.49,0.05,-0.22,0,,,,0,293.3182976,41.1166697,1004.5500000,17.1385000,-17.1385000,13.8680000,0.0920000,-0.0920000,12.2520000,0.0230000,-0.0230000
Kepler-1944 b,Kepler-1944,b,1,1,0,0,Transit,2021,Kepler,0,9.84257984,,,0,0.091800,,,0,2.760,,,0,8.05000,,,0,2.100000,,,0,0.000000,,,0,801,,,0,89.710,,,0,,5585.00,175.00,-194.00,0,0.97,0.24,-0.08,0,1.06,0.08,-0.13,0,4.49,0.04,-0.18,0,,,,0,296.5105045,39.1732645,1076.4800000,35.4000000,-33.2500000,15.5820000,0.1030000,-0.1030000,13.4470000,0.0500000,-0.0500000
Kepler-1945 b,Kepler-1945,b,1,1,0,0,Transit,2021,Kepler,0,6.08003998,,,0,0.059700,,,0,1.289,,,0,2.21000,,,0,5.670000,,,0,0.000000,,,0,808,,,0,89.580,,,0,,4991.00,149.00,-134.00,0,0.80,0.07,-0.09,0,0.77,0.09,-0.06,0,4.51,0.08,-0.06,0,,,,0,281.8980828,42.2858185,,,,13.5860000,0.0570000,-0.0570000,11.3660000,0.0110000,-0.0110000
Kepler-1946 b,Kepler-1946,b,1,1,0,0,Transit,2021,Kepler,0,3.03519011,,,0,0.039400,,,0,2.488,,,0,6.75000,,,0,2.410000,,,0,0.000000,,,0,1143,,,0,86.140,,,0,,5505.00,164.00,-164.00,0,0.87,0.20,-0.09,0,0.89,0.09,-0.08,0,4.50,0.06,-0.16,0,,,,0,282.3355387,42.8453417,1002.1200000,41.1300000,-38.0670000,15.5080000,0.1370000,-0.1370000,13.7610000,0.0370000,-0.0370000
Kepler-1947 b,Kepler-1947,b,1,1,0,0,Transit,2021,Kepler,0,6.96363020,,,0,0.071100,,,0,1.010,,,0,1.01000,,,0,5.380000,,,0,0.000000,,,0,1298,,,0,89.690,,,0,,6040.00,201.00,-201.00,0,1.69,0.41,-0.71,0,0.98,0.14,-0.14,0,3.98,0.46,-0.15,0,,,,0,296.1040313,42.3425818,468.7710000,4.7450000,-4.6520000,12.9730000,0.0690000,-0.0690000,11.5040000,0.0170000,-0.0170000
Kepler-1948 b,Kepler-1948,b,1,1,0,0,Transit,2021,Kepler,0,15.57129955,,,0,0.102200,,,0,1.033,,,0,1.09000,,,0,5.440000,,,0,0.000000,,,0,399,,,0,89.640,,,0,,3872.00,77.00,-84.00,0,0.56,0.03,-0.03,0,0.59,0.03,-0.04,0,4.71,0.03,-0.03,0,,,,0,287.3640804,47.7853043,193.9030000,1.4450000,-1.4240000,14.5690000,0.0920000,-0.0920000,10.8710000,0.0110000,-0.0110000
Kepler-1949 b,Kepler-1949,b,1,1,0,0,Transit,2021,Kepler,0,2.20828009,,,0,0.035200,,,0,2.220,,,0,5.56000,,,0,2.790000,,,0,0.000000,,,0,1709,,,0,88.000,,,0,,6028.00,81.00,-81.00,0,1.45,0.25,-0.28,0,1.19,0.09,-0.11,0,4.19,0.15,-0.12,0,,,,0,293.5422586,43.0260555,2617.3500000,178.5750000,-178.5750000,15.2310000,0.0800000,-0.0800000,13.6940000,0.0450000,-0.0450000
Kepler-195 b,Kepler-195,b,1,2,0,0,Transit,2014,Kepler,0,8.30787200,0.00002000,-0.00002000,0,0.077000,,,0,2.030,0.740,-0.740,0,4.78000,,,0,3.140000,,,0,0.000000,,,0,751,,,0,89.950,,,0,,5329.00,200.00,-200.00,0,0.78,0.28,-0.28,0,0.84,0.05,-0.05,0,4.60,0.30,-0.30,0,0.700,3.800,-3.800,0,288.1209339,47.9666141,652.0510000,8.9000000,-8.6680000,14.8630000,0.1140000,-0.1140000,12.9590000,0.0290000,-0.0290000
Kepler-195 c,Kepler-195,c,1,2,0,0,Transit,2014,Kepler,0,34.09686300,0.00037100,-0.00037100,0,0.197000,,,0,1.550,0.570,-0.570,0,3.02000,,,0,4.460000,,,0,0.000000,,,0,469,,,0,89.650,,,0,,5329.00,200.00,-200.00,0,0.78,0.28,-0.28,0,0.84,0.05,-0.05,0,4.60,0.30,-0.30,0,0.700,3.800,-3.800,0,288.1209339,47.9666141,652.0510000,8.9000000,-8.6680000,14.8630000,0.1140000,-0.1140000,12.9590000,0.0290000,-0.0290000
Kepler-1950 b,Kepler-1950,b,1,1,0,0,Transit,2021,Kepler,0,10.77690029,,,0,0.087100,,,0,1.527,,,0,2.95000,,,0,4.550000,,,0,0.000000,,,0,752,,,0,89.870,,,0,,5455.00,162.00,-162.00,0,0.85,0.19,-0.13,0,0.76,0.12,-0.05,0,4.46,0.12,-0.17,0,,,,0,287.0874563,42.6686537,697.2530000,12.4975000,-12.4975000,14.8450000,0.1720000,-0.1720000,12.6790000,0.0290000,-0.0290000
Kepler-1951 b,Kepler-1951,b,1,1,0,0,Transit,2021,Kepler,0,20.65780067,,,0,0.143500,,,0,2.321,,,0,6.00000,,,0,2.640000,,,0,0.000000,,,0,728,,,0,89.390,,,0,,5468.00,81.00,-65.00,0,1.31,0.23,-0.31,0,0.92,0.07,-0.04,0,4.17,0.23,-0.12,0,,,,0,290.4999139,40.2877161,1277.3200000,27.4100000,-26.3000000,14.3670000,0.1720000,-0.1720000,12.3890000,0.0240000,-0.0240000
Kepler-1952 b,Kepler-1952,b,1,1,0,0,Transit,2021,Kepler,0,27.21080017,,,0,0.172400,,,0,1.239,,,0,2.07000,,,0,5.980000,,,0,0.000000,,,0,725,,,0,80.020,,,0,,5973.00,120.00,-108.00,0,1.31,0.19,-0.27,0,0.92,0.07,-0.07,0,4.17,0.19,-0.10,0,,,,0,288.0764082,43.9584839,852.0620000,,,13.8280000,0.0920000,-0.0920000,12.2040000,0.0190000,-0.0190000
Kepler-1953 b,Kepler-1953,b,1,1,0,0,Transit,2021,Kepler,0,6.24565983,,,0,0.060700,,,0,1.286,,,0,2.20000,,,0,5.690000,,,0,0.000000,,,0,731,,,0,87.870,,,0,,4858.00,161.00,-161.00,0,0.71,0.08,-0.05,0,0.79,0.05,-0.08,0,4.62,0.03,-0.06,0,,,,0,287.9680995,46.4705959,605.6310000,9.9290000,-9.6190000,15.9360000,0.2400000,-0.2400000,13.1630000,0.0290000,-0.0290000
Kepler-1954 b,Kepler-1954,b,1,1,0,0,Transit,2021,Kepler,0,5.88343000,,,0,0.062500,,,0,1.802,,,0,3.90000,,,0,3.660000,,,0,0.000000,,,0,949,,,0,88.750,,,0,,5840.00,174.00,-174.00,0,0.85,0.25,-0.08,0,0.94,0.11,-0.11,0,4.55,0.04,-0.20,0,,,,0,298.0029203,43.3545882,1373.8300000,68.2600000,-62.1900000,15.8750000,0.1950000,-0.1950000,13.9780000,0.0570000,-0.0570000
Kepler-1955 b,Kepler-1955,b,1,1,0,0,Transit,2021,Kepler,0,14.26519966,,,0,0.117000,,,0,1.167,,,0,1.69000,,,0,5.850000,,,0,0.000000,,,0,853,,,0,89.290,,,0,,5825.00,105.00,-117.00,0,1.29,0.22,-0.22,0,1.05,0.10,-0.07,0,4.24,0.16,-0.10,0,,,,0,299.5347603,40.4777528,449.3510000,5.6680000,-5.5300000,12.6090000,0.0690000,-0.0690000,11.0800000,0.0200000,-0.0200000
Kepler-1956 b,Kepler-1956,b,1,1,0,0,Transit,2021,Kepler,0,5.94371986,,,0,0.056300,,,0,1.089,,,0,1.32000,,,0,5.610000,,,0,0.000000,,,0,674,,,0,89.540,,,0,,4391.00,118.00,-131.00,0,0.68,0.03,-0.06,0,0.67,0.06,-0.05,0,4.60,0.05,-0.02,0,,,,0,294.6208506,49.8942190,360.4680000,3.7710000,-3.6950000,15.9890000,0.1720000,-0.1720000,12.8480000,0.0290000,-0.0290000
Kepler-1957 b,Kepler-1957,b,1,1,0,0,Transit,2021,Kepler,0,2.18662000,,,0,0.029900,,,0,0.944,,,0,0.79000,,,0,5.160000,,,0,0.000000,,,0,1099,,,0,82.310,,,0,,4904.00,148.00,-148.00,0,0.77,0.06,-0.08,0,0.74,0.09,-0.05,0,4.54,0.08,-0.05,0,,,,0,293.7114360,47.8874467,460.8990000,4.3820000,-4.3820000,15.1300000,0.0690000,-0.0690000,12.6130000,0.0280000,-0.0280000
Kepler-1958 b,Kepler-1958,b,1,1,0,0,Transit,2021,Kepler,0,9.32861996,,,0,0.085600,,,0,2.051,,,0,4.86000,,,0,3.090000,,,0,0.000000,,,0,806,,,0,89.960,,,0,,5749.00,153.00,-170.00,0,0.86,0.23,-0.08,0,0.96,0.10,-0.12,0,4.55,0.03,-0.19,0,,,,0,289.1041643,41.6901138,1320.3800000,49.9100000,-46.4600000,15.4860000,0.0460000,-0.0460000,13.7270000,0.0480000,-0.0480000
Kepler-1959 b,Kepler-1959,b,1,1,0,0,Transit,2021,Kepler,0,6.38669014,,,0,0.061700,,,0,1.143,,,0,1.57000,,,0,5.780000,,,0,0.000000,,,0,811,,,0,89.980,,,0,,5071.00,153.00,-138.00,0,0.81,0.08,-0.09,0,0.77,0.10,-0.06,0,4.50,0.09,-0.07,0,,,,0,296.0223010,44.7326691,479.2630000,5.5590000,-5.4350000,14.7970000,0.0800000,-0.0800000,12.4940000,0.0190000,-0.0190000
Kepler-196 b,Kepler-196,b,1,3,0,0,Transit,2014,Kepler,0,20.73988600,0.00006600,-0.00006600,0,0.138000,,,0,1.900,0.150,-0.150,0,4.27000,,,0,3.420000,,,0,0.000000,,,0,536,,,0,88.680,,,0,,5128.00,100.00,-100.00,0,0.78,0.06,-0.06,0,0.85,0.03,-0.04,0,4.57,0.15,-0.15,0,3.980,3.070,-2.060,0,284.9685077,42.0791214,451.3120000,3.1570000,-3.1150000,14.2390000,0.0920000,-0.0920000,12.2350000,0.0230000,-0.0230000
Kepler-196 c,Kepler-196,c,1,3,0,0,Transit,2014,Kepler,0,47.42773700,0.00022300,-0.00022300,0,0.240000,,,0,2.240,0.170,-0.170,0,5.65000,,,0,2.760000,,,0,0.000000,,,0,407,,,0,89.270,,,0,,5128.00,100.00,-100.00,0,0.78,0.06,-0.06,0,0.85,0.03,-0.04,0,4.57,0.15,-0.15,0,3.980,3.070,-2.060,0,284.9685077,42.0791214,451.3120000,3.1570000,-3.1150000,14.2390000,0.0920000,-0.0920000,12.2350000,0.0230000,-0.0230000
Kepler-196 d,Kepler-196,d,1,3,0,0,Transit,2021,Kepler,0,122.08000180,,,0,0.448400,,,0,2.661,,,0,7.56000,,,0,2.210000,,,0,0.000000,,,0,297,,,0,89.400,,,0,,5132.00,102.00,-102.00,0,0.77,0.05,-0.04,0,0.81,0.05,-0.05,0,4.57,0.03,-0.05,0,3.980,3.070,-2.060,0,284.9685077,42.0791214,451.3120000,3.1570000,-3.1150000,14.2390000,0.0920000,-0.0920000,12.2350000,0.0230000,-0.0230000
Kepler-1960 b,Kepler-1960,b,1,1,0,0,Transit,2021,Kepler,0,2.29794002,,,0,0.035400,,,0,1.307,,,0,2.26000,,,0,5.560000,,,0,0.000000,,,0,1547,,,0,89.010,,,0,,6371.00,169.00,-207.00,0,1.07,0.31,-0.13,0,1.12,0.15,-0.15,0,4.43,0.07,-0.20,0,,,,0,294.6969361,46.7202043,1527.5600000,53.8650000,-53.8650000,15.1810000,0.1490000,-0.1490000,13.6850000,0.0440000,-0.0440000
Kepler-1961 b,Kepler-1961,b,1,1,0,0,Transit,2021,Kepler,0,5.60471010,,,0,0.058800,,,0,1.619,,,0,3.25000,,,0,4.210000,,,0,0.000000,,,0,866,,,0,89.140,,,0,,5401.00,159.00,-159.00,0,0.78,0.13,-0.07,0,0.87,0.07,-0.10,0,4.59,0.04,-0.11,0,,,,0,286.3300783,39.6831276,1042.4500000,37.4000000,-34.9300000,15.8090000,0.2520000,-0.2520000,13.7440000,0.0390000,-0.0390000
Kepler-1962 b,Kepler-1962,b,1,1,0,0,Transit,2021,Kepler,0,7.99145985,,,0,0.078300,,,0,1.215,,,0,1.95000,,,0,5.980000,,,0,0.000000,,,0,901,,,0,81.620,,,0,,5700.00,77.00,-77.00,0,1.01,0.15,-0.08,0,1.00,0.06,-0.06,0,4.43,0.06,-0.12,0,,,,0,289.5483989,40.1641457,866.8260000,19.0030000,-18.2190000,15.1460000,0.1030000,-0.1030000,13.4120000,0.0380000,-0.0380000
Kepler-1963 b,Kepler-1963,b,1,1,0,0,Transit,2021,Kepler,0,1.96226001,,,0,0.029800,,,0,0.744,,,0,0.33700,,,0,4.490000,,,0,0.000000,,,0,1448,,,0,89.060,,,0,,5726.00,170.00,-170.00,0,0.98,0.27,-0.15,0,0.92,0.12,-0.09,0,4.42,0.10,-0.19,0,,,,0,296.5875182,47.2071290,492.8470000,3.2970000,-3.2550000,14.0540000,0.1490000,-0.1490000,12.2610000,0.0230000,-0.0230000
Kepler-1964 b,Kepler-1964,b,1,1,0,0,Transit,2021,Kepler,0,2.44082999,,,0,0.032200,,,0,1.781,,,0,3.83000,,,0,3.730000,,,0,0.000000,,,0,986,,,0,75.890,,,0,,4803.00,170.00,-170.00,0,0.70,0.07,-0.06,0,0.75,0.06,-0.07,0,4.62,0.03,-0.05,0,,,,0,297.0588033,49.4784362,,,,16.3630000,0.2290000,-0.2290000,13.4500000,0.0420000,-0.0420000
Kepler-1965 b,Kepler-1965,b,1,1,0,0,Transit,2021,Kepler,0,41.86869812,,,0,0.230100,,,0,1.354,,,0,2.40000,,,0,5.310000,,,0,0.000000,,,0,492,,,0,87.730,,,0,,5852.00,140.00,-158.00,0,0.84,0.22,-0.07,0,0.93,0.10,-0.11,0,4.56,0.04,-0.18,0,,,,0,292.5147146,38.0219872,521.7910000,4.5630000,-4.5630000,13.8390000,0.1600000,-0.1600000,12.1200000,0.0230000,-0.0230000
Kepler-1966 b,Kepler-1966,b,1,1,0,0,Transit,2021,Kepler,0,8.61742973,,,0,0.076300,,,0,1.105,,,0,1.39000,,,0,5.660000,,,0,0.000000,,,0,733,,,0,89.860,,,0,,5009.00,74.00,-82.00,0,0.84,0.03,-0.06,0,0.80,0.05,-0.03,0,4.49,0.08,-0.03,0,,,,0,292.4637788,41.2990438,484.6010000,14.3650000,-14.3650000,15.2220000,0.3090000,-0.3090000,12.6430000,0.0380000,-0.0380000
Kepler-1967 b,Kepler-1967,b,1,1,0,0,Transit,2021,Kepler,0,7.28169012,,,0,0.073500,,,0,0.730,,,0,0.31500,,,0,4.450000,,,0,0.000000,,,0,1086,,,0,84.960,,,0,,4970.00,164.00,-134.00,0,1.81,1.02,-1.02,0,1.00,0.21,-0.17,0,3.92,0.62,-0.34,0,,,,0,299.1376276,43.4984724,249.1020000,0.8740000,-0.8680000,13.5190000,0.0570000,-0.0570000,11.1920000,0.0200000,-0.0200000
Kepler-1968 b,Kepler-1968,b,1,1,0,0,Transit,2021,Kepler,0,7.28109980,,,0,0.069600,,,0,1.500,,,0,2.86000,,,0,4.660000,,,0,0.000000,,,0,744,,,0,89.720,,,0,,5008.00,192.00,-174.00,0,0.79,0.08,-0.07,0,0.84,0.06,-0.08,0,4.57,0.03,-0.07,0,,,,0,291.5080318,45.3700933,750.9300000,22.1090000,-20.9000000,16.3030000,0.2170000,-0.2170000,13.8020000,0.0410000,-0.0410000
Kepler-1969 b,Kepler-1969,b,1,1,0,0,Transit,2021,Kepler,0,6.64752007,,,0,0.071700,,,0,1.682,,,0,3.47000,,,0,4.010000,,,0,0.000000,,,0,999,,,0,89.470,,,0,,6046.00,190.00,-211.00,0,1.01,0.32,-0.11,0,1.11,0.13,-0.16,0,4.48,0.05,-0.22,0,,,,0,294.7842662,49.4920557,1204.5400000,44.2400000,-41.2700000,15.8510000,0.0920000,-0.0920000,14.2350000,0.0780000,-0.0780000
Kepler-197 b,Kepler-197,b,2,4,0,0,Transit,2014,Kepler,0,5.59930800,0.00002300,-0.00002300,0,0.060000,,,0,1.020,0.040,-0.040,0,1.04000,,,0,5.390000,,,0,0.020000,0.230000,-0.020000,0,1142,,,0,79.070,,,0,,6004.00,102.00,-102.00,0,1.12,0.03,-0.03,0,0.86,0.04,-0.04,0,4.30,0.05,-0.05,0,5.370,1.100,-0.940,0,295.2264739,50.5592348,330.5750000,2.3440000,-2.3120000,11.7750000,0.0240000,-0.0240000,10.5350000,0.0210000,-0.0210000
Kepler-197 c,Kepler-197,c,2,4,0,0,Transit,2014,Kepler,0,10.34969500,0.00004500,-0.00004500,0,0.090000,,,0,1.230,0.040,-0.040,0,5.30000,3.30000,-2.90000,0,15.700000,,,0,0.080000,0.210000,-0.080000,0,930,,,0,83.510,,,0,,6004.00,102.00,-102.00,0,1.12,0.03,-0.03,0,0.86,0.04,-0.04,0,4.30,0.05,-0.05,0,5.370,1.100,-0.940,0,295.2264739,50.5592348,330.5750000,2.3440000,-2.3120000,11.7750000,0.0240000,-0.0240000,10.5350000,0.0210000,-0.0210000
Kepler-197 d,Kepler-197,d,2,4,0,0,Transit,2014,Kepler,0,15.67756300,0.00009600,-0.00009600,0,0.119000,,,0,1.220,0.100,-0.100,0,1.98000,,,0,5.990000,,,0,0.030000,0.200000,-0.030000,0,810,,,0,84.550,,,0,,6004.00,102.00,-102.00,0,1.12,0.03,-0.03,0,0.86,0.04,-0.04,0,4.30,0.05,-0.05,0,5.370,1.100,-0.940,0,295.2264739,50.5592348,330.5750000,2.3440000,-2.3120000,11.7750000,0.0240000,-0.0240000,10.5350000,0.0210000,-0.0210000
Kepler-197 e,Kepler-197,e,2,4,0,0,Transit,2014,Kepler,0,25.20971500,0.00038700,-0.00038700,0,0.164000,,,0,0.910,0.040,-0.040,0,0.69300,,,0,5.050000,,,0,0.380000,0.250000,-0.170000,0,691,,,0,87.690,,,0,,6004.00,102.00,-102.00,0,1.12,0.03,-0.03,0,0.86,0.04,-0.04,0,4.30,0.05,-0.05,0,5.370,1.100,-0.940,0,295.2264739,50.5592348,330.5750000,2.3440000,-2.3120000,11.7750000,0.0240000,-0.0240000,10.5350000,0.0210000,-0.0210000
Kepler-1972 b,Kepler-1972,b,1,2,0,0,Transit,2014,Kepler,0,7.54425000,0.00054000,-0.00054000,0,0.076300,,,0,0.802,0.042,-0.041,0,2.02000,0.56000,-0.62000,0,4.020000,1.440000,-1.310000,0,0.067000,0.071000,-0.040000,0,1084,,,0,87.620,0.730,-0.490,0,,5818.00,27.00,-27.00,0,1.38,0.05,-0.05,0,1.12,0.03,-0.03,0,4.20,0.04,-0.04,0,7.400,1.200,-1.200,0,288.3953074,39.8725067,287.3390000,2.0980000,-2.0680000,11.2300000,0.0340000,-0.0340000,9.7920000,0.0170000,-0.0170000
Kepler-1972 c,Kepler-1972,c,1,2,0,0,Transit,2014,Kepler,0,11.32950000,0.00110000,-0.00110000,0,0.104100,,,0,0.868,0.051,-0.050,0,2.11000,0.59000,-0.65000,0,3.330000,1.170000,-1.070000,0,0.043000,0.046000,-0.028000,0,1215,,,0,87.130,0.170,-0.190,0,,5818.00,27.00,-27.00,0,1.38,0.05,-0.05,0,1.12,0.03,-0.03,0,4.20,0.04,-0.04,0,7.400,1.200,-1.200,0,288.3953074,39.8725067,287.3390000,2.0980000,-2.0680000,11.2300000,0.0340000,-0.0340000,9.7920000,0.0170000,-0.0170000
Kepler-198 b,Kepler-198,b,1,3,0,0,Transit,2014,Kepler,0,17.79003700,0.00003500,-0.00003500,0,0.131000,,,0,2.820,0.420,-0.420,0,8.35000,,,0,2.050000,,,0,0.000000,,,0,655,,,0,89.660,,,0,,5574.00,100.00,-100.00,0,0.94,0.14,-0.14,0,0.97,0.04,-0.03,0,4.47,0.15,-0.15,0,3.720,2.800,-1.920,0,290.6731326,38.6910045,495.3580000,4.2465000,-4.2465000,13.6840000,0.1030000,-0.1030000,12.0270000,0.0200000,-0.0200000
